name,age,over_all_rating,nationality,club,best_over_rating,best_position,position,potential,height,weight,foot,growth,market_value,contract,cross,stamina,total_stats,base_stats,weak_foot,skill_moves,attack_work_rate,defence_work_rate,intl_reputation,pace,shooting,passing,dribbling,defense,physical,hits,phys_index,skill_index
R. D'Haese,21,68,Belgium,KV Oostende,70,RM,RW LW,76,155.75,63.96,Right,8,1300000.0,1,67,64,1637,350,3,3,Medium,Medium,1,77,57,64,71,35,46,10,62.33,64.0
D. Avounou,21,65,Congo,Stade Malherbe Caen,67,CDM,CM CDM,73,155.45,71.21,Left,8,800000.0,0,52,73,1762,380,2,3,Medium,High,1,66,59,59,63,65,68,4,69.0,60.33
M. Melbourne,21,61,England,Lincoln City,63,CB,LB CB,74,155.45,64.86,Left,13,450000.0,1,53,63,1509,329,3,2,Medium,Medium,1,67,31,46,56,61,68,7,66.0,44.33
A. Bradley,21,56,Finland,Lincoln City,59,RM,RW CM,71,155.45,63.96,Right,15,200000.0,0,44,67,1602,326,3,3,High,Medium,1,64,48,51,62,50,51,4,60.67,53.67
C. Zimmermann,27,71,Germany,Norwich City,73,CB,CB,73,195.07,92.08,Right,2,2500000.0,2,20,72,1469,320,3,2,Medium,High,1,51,33,39,44,73,80,19,67.67,38.67
D. Eckert Ayensa,23,68,Germany,FC Ingolstadt 04,70,ST,ST LM,76,182.88,79.83,Right,8,1300000.0,0,38,72,1568,345,4,3,High,Medium,1,71,66,47,71,27,63,15,68.67,61.33
G. Papunashvili,24,67,Georgia,Real Zaragoza,68,CAM,RM CAM,70,155.45,76.2,Left,3,975000.0,1,63,61,1680,362,2,3,High,Low,1,71,65,64,69,34,59,5,63.67,66.0
Paulo Vitor,19,63,Brazil,Albacete BP,63,RW,RW ST,80,170.69,64.86,Right,17,800000.0,0,43,64,1630,348,3,3,Medium,Medium,1,82,60,48,69,40,49,3,65.0,59.0
Óscar,22,75,Spain,Sevilla FC,77,CAM,CAM CM RM,86,179.83,68.04,Right,11,11500000.0,4,68,59,1862,395,3,3,High,Medium,1,63,73,74,78,49,58,234,60.0,75.0
R. Herrmann,26,67,Germany,FC Würzburger Kickers,67,LM,LM LB,67,155.75,73.03,Left,0,825000.0,1,67,75,1746,376,3,3,Medium,Medium,1,78,50,64,68,52,64,4,72.33,60.67
A. Ibrahimaj,28,60,Germany,KFC Uerdingen 05,62,RW,CAM ST,60,155.75,73.94,Right,0,210000.0,0,54,57,1575,344,4,3,Medium,Medium,1,75,57,53,68,28,63,3,65.0,59.33
J. Chabot,22,69,Germany,Spezia,71,CB,CB,75,198.12,84.82,Left,6,1300000.0,3,33,54,1411,300,2,2,Medium,Medium,1,37,27,43,49,69,75,19,55.33,39.67
L. Hemmerich,22,66,Germany,FC Würzburger Kickers,66,RB,RB RM,77,155.75,69.85,Right,11,1000000.0,0,63,85,1813,388,2,2,High,High,1,77,56,61,64,56,74,15,78.67,60.33
H. Koffi,23,75,Burkina Faso,Royal Excel Mouscron,75,GK,GK,80,185.93,81.19,Right,5,6500000.0,0,11,24,1188,420,3,1,Medium,Medium,1,73,78,68,74,55,72,38,56.33,73.33
S. Dembele,23,66,Scotland,Peterborough United,69,RM,CF LM,73,176.78,67.13,Right,7,925000.0,0,65,59,1600,349,3,4,Medium,Medium,1,83,61,61,69,31,44,27,62.0,63.67
A. Fuchs,23,65,Germany,SpVgg Unterhaching,67,CM,CM CAM CDM,72,182.88,76.2,Right,7,750000.0,1,53,81,1696,363,3,3,High,High,1,60,50,63,67,56,67,5,69.33,60.0
N. Bakboord,21,66,Netherlands,Heracles Almelo,66,RB,RB,75,155.45,73.94,Right,9,900000.0,0,63,67,1624,357,2,2,High,Medium,1,75,40,55,63,61,63,3,68.33,52.67
A. Matusiwa,22,70,Netherlands,FC Groningen,72,CB,CDM CM,78,176.78,72.12,Right,8,2400000.0,2,49,83,1789,385,3,3,Medium,High,1,65,46,56,70,68,80,60,76.0,57.33
C. Gebauer  B,26,67,Austria,DSC Arminia Bielefeld,70,RM,ST RM RWB,70,188.98,74.84,Right,3,975000.0,2,62,77,1735,393,3,3,High,High,1,92,63,59,66,48,65,10,78.0,62.67
S. Dieng,25,63,Senegal,Queens Park Rangers,63,GK,GK,68,195.07,89.81,Right,5,375000.0,3,7,26,1036,350,3,1,Medium,Medium,1,63,60,60,65,40,62,4,50.33,61.67
P. Struijk,20,62,Netherlands,Leeds United,64,CB,CB CDM,75,192.02,78.93,Left,13,550000.0,1,30,59,1500,321,3,2,Medium,High,1,55,34,52,54,61,65,58,59.67,46.67
D. de Wit,22,69,Netherlands,AZ Alkmaar,72,ST,CM CAM,75,182.88,74.84,Right,6,1400000.0,3,59,83,1920,407,3,3,High,High,1,65,68,65,66,63,80,34,76.0,66.33
K. Dabila,23,69,Ivory Coast,Royal Excel Mouscron,71,CB,CB RB,75,182.88,79.83,Right,6,1300000.0,0,33,63,1510,323,3,2,Medium,Medium,1,54,31,47,54,70,67,6,61.33,44.0
P. Köhn,21,63,Switzerland,FC Red Bull Salzburg,63,GK,GK,72,192.02,79.83,Right,9,450000.0,1,11,28,951,344,2,1,Medium,Medium,1,64,63,60,63,28,66,8,52.67,62.0
A. Petre,22,67,Romania,FCSB (Steaua),69,ST,ST,76,188.98,82.1,Right,9,1200000.0,3,46,72,1737,373,3,2,High,Medium,1,75,64,56,64,38,76,21,74.33,61.33
R. Hack,21,74,Germany,1. FC Nürnberg,75,RM,LM CAM,84,179.83,68.04,Right,10,9000000.0,2,67,80,1715,376,4,4,Medium,Medium,1,84,65,64,78,33,52,360,72.0,69.0
M. Bakker,20,69,Netherlands,Paris Saint-Germain,70,CB,LB,80,185.93,73.94,Left,11,1600000.0,2,60,71,1715,378,3,2,Medium,Medium,1,76,39,59,65,68,71,245,72.67,54.33
K. Sierhuis,22,67,Netherlands,Stade de Reims,69,ST,ST,75,155.75,83.01,Right,8,1100000.0,3,40,73,1658,351,3,3,High,Medium,1,65,71,52,59,29,75,11,71.0,60.67
N. Lang,21,72,Netherlands,Ajax,74,RM,LW RW CAM,79,155.45,68.95,Right,7,4400000.0,0,69,72,1901,402,2,4,Medium,Low,1,80,67,67,75,46,67,112,73.0,69.67
D. Frieser,26,72,Austria,Barnsley,72,LW,LW RW,72,179.83,76.2,Right,0,3300000.0,1,69,80,1865,398,3,2,Medium,Medium,1,75,69,68,73,44,69,14,74.67,70.0
F. Flecker,24,67,Austria,FC Würzburger Kickers,68,RM,RM RW LW,73,176.78,69.85,Right,6,1000000.0,1,64,73,1658,364,3,3,High,High,1,86,60,58,71,36,53,10,70.67,63.0
B. Manu,23,66,Germany,SV Darmstadt 98,67,RM,LM,75,173.74,69.85,Right,9,1000000.0,1,53,72,1706,374,4,4,High,Medium,1,92,58,54,70,35,65,20,76.33,60.67
N. Knothe,21,61,Germany,1. FC Nürnberg,63,CB,CB,73,188.98,81.19,Right,12,425000.0,1,29,55,1386,295,3,2,Medium,Medium,1,55,33,41,41,62,63,4,57.67,38.33
L. Lauberbach,22,64,Germany,Holstein Kiel,66,ST,ST LM CF,73,195.07,88.0,Right,9,700000.0,1,58,76,1655,365,5,3,High,Medium,1,70,62,58,64,39,72,9,72.67,61.33
A. Ajeti,23,54,Switzerland,FC St. Gallen,56,CB,CB,62,185.93,82.1,Left,8,90000.0,0,25,39,1118,239,3,2,Medium,Medium,1,41,27,26,30,53,62,6,47.33,27.67
I. Maela,27,69,South Africa,Orlando Pirates,69,LB,LB CB,69,173.74,68.04,Left,0,925000.0,2,66,69,1618,349,3,3,Medium,Medium,1,69,39,46,66,70,59,3,65.67,50.33
A. Grbic,23,71,Austria,FC Lorient,73,ST,ST,77,188.98,82.1,Right,6,3300000.0,4,52,72,1694,361,4,2,High,Medium,1,72,75,53,68,24,69,37,71.0,65.33
N. Maksimović,25,79,Serbia,Getafe CF,80,CDM,CDM CM,84,188.98,78.02,Right,5,15000000.0,3,65,84,2043,429,3,3,High,High,1,60,68,75,71,77,78,108,74.0,71.33
T. Hadebe,24,66,Zimbabwe,Yeni Malatyaspor,68,CB,CB,73,155.75,83.91,Left,7,825000.0,1,33,63,1464,315,3,2,Medium,Medium,1,71,29,36,39,69,71,4,68.33,34.67
P. Płacheta,22,69,Poland,Norwich City,70,LM,LM,79,155.45,72.12,Left,10,1700000.0,3,61,92,1725,383,3,3,High,Medium,1,94,61,59,69,39,61,93,82.33,63.0
Jordi Mboula,21,70,Spain,RCD Mallorca,71,RM,RM,80,182.88,73.94,Right,10,2900000.0,3,64,66,1710,380,4,3,Medium,Medium,1,86,66,62,72,32,62,55,71.33,66.67
D. McNamara B,21,60,Republic of Ireland,St. Johnstone FC,60,RB,RB RWB,72,179.83,72.12,Right,12,350000.0,0,54,67,1509,329,2,2,High,High,1,75,29,49,57,56,63,11,68.33,45.0
J. Löwe,21,56,Germany,SG Dynamo Dresden,61,CAM,CM LB,70,170.69,64.86,Right,14,200000.0,0,42,55,1571,323,3,2,Medium,Medium,1,66,53,56,64,40,44,5,55.0,57.67
Hélder Ferreira,23,68,Portugal,FC Paços de Ferreira,69,CAM,LW RW,73,155.45,69.85,Right,5,1200000.0,1,68,57,1671,356,3,3,Medium,Medium,1,74,64,64,70,29,55,9,62.0,66.0
I. Diallo,21,72,France,Stade Brestois 29,73,CDM,CDM CM,79,155.45,68.04,Right,7,4000000.0,2,52,74,1817,389,3,3,Medium,High,1,68,48,64,70,70,69,230,70.33,60.67
B. Figueroa,21,64,Mexico,U.N.A.M.,65,RM,LM,74,155.45,73.03,Right,10,725000.0,2,66,54,1510,331,3,2,Medium,Low,1,64,59,60,65,26,57,22,58.33,61.33
B. Kraev,23,71,Bulgaria,FC Midtjylland,73,CAM,CAM,79,185.93,73.94,Right,8,3500000.0,1,55,77,1780,383,4,3,High,Medium,1,68,63,66,74,43,69,34,71.33,67.67
J. Castillo,25,63,Mexico,U.N.A.M.,63,GK,GK,69,188.98,83.01,Right,6,375000.0,0,11,27,978,332,2,1,Medium,Medium,1,63,62,65,63,19,60,12,50.0,63.33
J. González,21,70,Mexico,Monterrey,73,CDM,CM CDM,80,179.83,62.14,Right,10,2800000.0,1,59,83,1900,405,3,3,Medium,High,1,71,58,66,73,70,67,30,73.67,65.67
S. Ingolitsch,23,67,Austria,SK Sturm Graz,67,RWB,RWB RM RB,73,155.45,72.12,Right,6,925000.0,2,64,69,1668,358,2,2,High,Medium,1,64,41,59,63,65,66,5,66.33,54.33
J. Pius,24,67,Nigeria,Royal Antwerp FC,69,CB,CB,73,195.07,73.94,Right,6,950000.0,2,41,65,1567,340,2,2,Medium,Medium,1,53,46,49,53,67,72,4,63.33,49.33
J. Álvarez,24,71,Argentina,Club Atlético Banfield,72,RM,RM,77,179.83,72.12,Right,6,3200000.0,0,63,74,1686,376,3,3,High,Low,1,77,61,65,73,38,62,4,71.0,66.33
S. Bösel,25,65,Germany,1. FC Saarbrücken,66,CM,CDM RB,69,155.75,68.95,Right,4,625000.0,1,53,88,1771,378,3,2,High,High,1,67,54,59,66,58,74,4,76.33,59.67
M. Baku,22,66,Germany,Holstein Kiel,67,LM,LM RM LW,78,155.45,72.12,Left,12,1100000.0,1,57,67,1560,342,3,3,High,Medium,1,86,52,52,73,24,55,26,69.33,59.0
M. Thalhammer,22,68,Germany,SC Paderborn 07,69,CDM,CDM CM,76,192.02,82.1,Right,8,1200000.0,1,53,82,1684,363,3,2,High,High,1,56,46,59,62,64,76,10,71.33,55.67
Y. Fekir,23,64,France,Real Betis,65,RM,LW RW CAM,73,173.74,64.86,Right,9,700000.0,0,65,53,1622,345,3,3,High,Medium,1,73,56,60,70,30,56,41,60.67,62.0
B. Henning,25,68,Germany,VfL Osnabrück,69,CDM,CDM CM,74,176.78,72.12,Right,6,1100000.0,0,37,80,1758,384,3,3,Medium,High,1,73,53,55,66,63,74,6,75.67,58.0
K. Eisele,25,67,Germany,Hallescher FC,67,GK,GK,73,192.02,76.2,Right,6,775000.0,0,8,29,911,356,5,1,Medium,Medium,1,70,66,63,72,19,66,5,55.0,67.0
W. Bianda,20,62,France,SV Zulte-Waregem,64,CB,CB,72,185.93,82.1,Left,10,450000.0,2,31,52,1372,294,2,2,Medium,Medium,1,51,26,42,49,63,63,25,55.33,39.0
J. Gordon,25,62,England,Walsall,64,ST,ST RM,66,155.45,69.85,Right,4,400000.0,0,53,81,1763,377,3,3,Medium,High,1,78,59,54,64,46,76,5,78.33,59.0
P. Kun,25,63,Poland,Raków Częstochowa,64,RM,LM,66,167.64,53.98,Right,3,475000.0,0,59,77,1657,346,3,2,High,Medium,1,82,44,59,65,43,53,4,70.67,56.0
S. Hughes,23,63,England,Leicester City,65,CB,CB,72,188.98,79.83,Right,9,525000.0,0,38,64,1469,310,3,2,Medium,High,1,54,33,44,45,63,71,24,63.0,40.67
M. Meulensteen,20,64,Netherlands,RKC Waalwijk,66,CDM,CB,70,182.88,76.2,Right,6,575000.0,1,58,65,1784,376,3,2,High,Medium,1,66,56,63,62,63,66,6,65.67,60.33
J. Earl,21,67,England,Preston North End,67,LB,LB CB,77,195.07,78.02,Left,10,1100000.0,0,60,76,1658,375,3,3,High,Medium,1,79,43,50,64,65,74,35,76.33,52.33
M. Rossmann,25,65,Germany,Viktoria Köln,67,CB,CB,68,195.07,89.81,Right,3,600000.0,2,25,64,1338,296,3,2,Medium,Medium,1,44,30,40,41,65,76,4,61.33,37.0
F. Onyeka,22,74,Nigeria,FC Midtjylland,75,CDM,CDM CM,81,182.88,69.85,Right,7,7000000.0,3,53,90,1959,433,3,3,High,High,1,88,58,64,71,71,81,83,86.33,64.33
E. Toal,21,59,Northern Ireland,Derry City,61,CB,CB,73,192.02,79.83,Right,14,325000.0,0,24,67,1285,277,2,2,Low,Medium,1,40,31,37,46,58,65,12,57.33,38.0
K. Magaña,22,61,Mexico,Guadalajara,64,LM,LW,67,176.78,66.22,Left,6,350000.0,0,62,69,1532,332,3,2,High,Low,1,71,60,57,65,32,47,9,62.33,60.67
J. Godínez,23,65,Mexico,Club León,67,ST,ST,74,182.88,78.93,Right,9,850000.0,0,52,56,1546,338,3,2,High,Low,1,65,62,50,62,30,69,6,63.33,58.0
A. Gravillon,22,67,France,FC Lorient,69,CB,CB,76,185.93,79.83,Right,9,1100000.0,0,35,55,1476,322,3,2,Medium,Medium,1,62,31,42,46,67,74,29,63.67,39.67
P. Arce,26,64,Mexico,Club América,63,CAM,CAM,64,179.83,68.04,Right,0,475000.0,0,63,33,1696,361,3,2,Medium,Low,1,65,58,67,66,53,52,3,50.0,63.67
M. Biamou,29,64,France,Coventry City,64,ST,ST,64,185.93,83.01,Right,0,450000.0,0,34,57,1591,344,2,2,Medium,Medium,1,77,65,44,60,28,70,3,68.0,56.33
T. Bayliss,21,63,England,Preston North End,68,RM,CM CDM RM,76,182.88,78.02,Right,13,700000.0,2,58,74,1705,373,3,3,Medium,Low,1,71,51,63,70,53,65,22,70.0,61.33
G. Roemeratoe,20,65,Netherlands,FC Twente,66,CDM,CDM,71,155.45,73.94,Right,6,675000.0,1,52,72,1720,369,3,3,Medium,Medium,1,70,44,60,64,61,70,10,70.67,56.0
J. de Lange,22,62,Netherlands,FC Twente,62,GK,GK,68,188.98,78.02,Right,6,325000.0,0,13,23,894,330,4,1,Medium,Medium,1,62,60,61,63,24,60,3,48.33,61.33
J. Schau,20,61,Germany,FC Carl Zeiss Jena,64,RWB,CM CDM RM,71,155.45,73.94,Right,10,400000.0,0,57,75,1669,357,4,2,Medium,Medium,1,72,43,58,63,56,65,4,70.67,54.67
A. Kovačević,25,64,Bosnia Herzegovina,Korona Kielce,65,CB,CB,68,188.98,79.83,Right,4,525000.0,0,29,60,1436,309,4,2,Low,Medium,1,56,38,42,42,63,68,5,61.33,40.67
T. Handwerker,22,69,Germany,1. FC Nürnberg,69,LB,LB LM,77,182.88,73.94,Left,8,1400000.0,1,76,68,1726,371,3,2,High,Low,1,75,39,62,65,64,66,21,69.67,55.33
G. Nyamsi,23,69,France,Stade Rennais FC,71,CB,CB,77,195.07,91.17,Right,8,1400000.0,3,32,57,1489,326,2,2,Medium,Medium,1,53,33,47,48,66,79,19,63.0,42.67
Y. Coulibaly,25,67,Burkina Faso,Le Havre AC,68,LWB,LB RB,70,179.83,68.04,Left,3,850000.0,0,59,91,1664,372,3,3,Medium,Medium,1,81,42,52,67,60,70,8,80.67,53.67
Bremer,23,71,Brazil,Torino,73,CB,CB,80,188.98,79.83,Right,9,3300000.0,2,34,48,1545,339,2,2,Medium,Medium,1,59,35,48,58,71,68,35,58.33,47.0
W. Kanga,22,66,France,Kayserispor,68,ST,ST,74,182.88,76.2,Right,8,950000.0,2,67,34,1591,348,4,3,Medium,Medium,1,71,63,60,68,24,62,9,55.67,63.67
R. González,29,68,Argentina,Atlético de San Luis,68,CB,CB,68,182.88,78.93,Right,0,750000.0,0,32,69,1489,318,3,2,Medium,Medium,1,40,37,45,51,68,77,3,62.0,44.33
J. Macías,20,75,Mexico,Mexico,77,ST,ST,84,155.45,73.03,Right,9,10500000.0,1,52,64,1696,364,3,3,High,Medium,1,73,75,59,74,25,58,275,65.0,69.33
K. Rezaei,28,71,Iran,Sporting de Charleroi,71,ST,ST,71,185.93,78.93,Right,0,2400000.0,0,67,69,1771,368,4,3,High,High,1,67,72,67,66,28,68,12,68.0,68.33
J. Imbrechts,18,55,Sweden,Sporting de Charleroi,55,GK,GK,73,182.88,73.03,Right,18,140000.0,0,9,17,836,303,2,1,Medium,Medium,1,60,54,55,59,27,48,5,41.67,56.0
D. Jubitana,21,62,Belgium,Waasland-Beveren,65,CAM,CM CAM CDM,72,176.78,68.95,Left,10,475000.0,0,52,57,1722,361,3,3,High,Medium,1,65,59,61,69,51,56,5,59.33,63.0
L. Scherff,23,65,Germany,FC Hansa Rostock,66,LM,LM LB LWB,71,179.83,69.85,Left,6,750000.0,0,62,84,1757,379,3,3,High,High,1,80,51,55,70,52,71,10,78.33,58.67
Glauder,24,68,Spain,CF Fuenlabrada,71,CB,LB,75,182.88,76.2,Left,7,1100000.0,0,62,75,1700,367,3,2,Medium,High,1,70,35,56,62,67,77,4,74.0,51.0
Liu Ruofan,21,58,China PR,Tianjin TEDA FC,59,RM,RM RW,73,188.98,78.02,Right,15,275000.0,0,52,58,1559,335,4,2,Medium,Medium,1,73,51,53,57,40,61,7,64.0,53.67
M. Eisa,25,67,Sudan,Peterborough United,69,ST,ST,70,182.88,69.85,Right,3,975000.0,2,53,76,1613,352,3,3,High,Medium,1,81,66,51,66,24,64,8,73.67,61.0
M. Pessina,23,74,Italy,Atalanta,76,CM,CM CF,81,188.98,74.84,Left,7,8000000.0,1,61,77,1864,401,2,3,Medium,Medium,1,65,66,70,74,64,62,94,68.0,70.0
Jesús Areso,20,65,Spain,Athletic Club de Bilbao,66,RWB,RB,75,182.88,81.19,Right,10,800000.0,0,65,67,1639,353,2,3,Medium,Medium,1,72,30,61,66,59,65,12,68.0,52.33
A. Cervantes,22,64,Mexico,Santos Laguna,65,CM,CDM CM,76,155.75,68.04,Right,12,750000.0,0,51,51,1650,348,3,2,Medium,High,1,60,48,61,61,58,60,8,57.0,56.67
A. Zreľák,26,66,Slovakia,1. FC Nürnberg,68,ST,ST,69,182.88,82.1,Left,3,825000.0,0,38,73,1622,343,4,2,Medium,High,1,67,66,43,62,30,75,6,71.67,57.0
A. Medina,22,66,Mexico,Deportivo Toluca,68,CAM,RM CM,75,182.88,73.94,Right,9,1000000.0,1,53,51,1683,368,3,2,High,High,1,68,57,64,68,53,58,8,59.0,63.0
D. Loader,18,63,England,Reading,64,CAM,ST CAM,80,182.88,68.04,Right,17,775000.0,0,39,51,1515,328,3,3,Medium,Low,1,75,62,50,69,19,53,32,59.67,60.33
L. Bünning,22,62,Germany,SV Meppen,64,CB,CB LB,70,188.98,78.02,Left,8,400000.0,1,48,62,1492,331,2,2,Medium,Medium,1,67,41,43,50,61,69,4,66.0,44.67
K. Fila,22,67,Poland,Lechia Gdańsk,67,RB,RB,78,155.75,72.12,Right,11,1200000.0,1,62,73,1698,378,2,3,High,Medium,1,82,47,60,60,61,68,21,74.33,55.67
A. Okosun,26,63,Denmark,FC Midtjylland,64,ST,CM,64,201.17,84.82,Right,1,425000.0,2,52,80,1659,364,3,2,Medium,Medium,1,51,54,58,61,58,82,5,71.0,57.67
C. Andriamahitsinoro,30,65,Madagascar,Al Adalah,67,RW,ST LM,65,179.83,67.13,Right,0,525000.0,1,59,76,1697,372,4,3,High,Medium,1,90,63,58,67,28,66,6,77.33,62.67
Alfa Semedo,21,73,Guinea Bissau,Nottingham Forest,74,CDM,CDM CM CB,80,188.98,82.1,Right,7,5000000.0,0,49,79,1871,408,3,3,Medium,Medium,1,67,60,62,67,71,81,39,75.67,63.0
R. Palmer,21,59,England,Barnsley,61,CAM,CM CAM,70,155.75,69.85,Right,11,275000.0,1,40,59,1531,335,3,2,Medium,Medium,1,63,49,56,63,46,58,3,60.0,56.0
M. de los Santos,27,70,Uruguay,Millonarios FC,72,CB,CB,72,182.88,83.01,Right,2,1900000.0,0,45,70,1798,376,3,2,High,High,1,54,56,58,58,68,82,8,68.67,57.33
J. Osabutey,21,64,Ghana,Oud-Heverlee Leuven,66,ST,ST RW,72,155.75,72.12,Right,8,675000.0,0,58,37,1542,343,2,3,Medium,Low,1,85,62,47,67,24,58,14,60.0,58.67
Valera,23,60,Spain,SD Huesca,60,GK,GK,68,188.98,79.83,Right,8,240000.0,1,12,22,1085,326,2,1,Medium,Medium,1,61,56,46,61,38,64,3,49.0,54.33
D. Tomić,22,59,Germany,MSV Duisburg,60,RW,LM RM,66,179.83,72.12,Right,7,220000.0,0,53,59,1453,312,4,3,Medium,Medium,1,67,56,50,65,27,47,4,57.67,57.0
T. Müsel,20,62,Germany,Borussia Mönchengladbach,64,ST,ST,76,185.93,76.2,Right,14,675000.0,0,56,54,1545,334,3,2,Medium,Medium,1,68,61,57,66,28,54,22,58.67,61.33
J. Vollert,22,63,Germany,Hallescher FC,65,CB,CB CDM,74,185.93,83.01,Right,11,575000.0,0,50,61,1614,341,3,2,Medium,Medium,1,55,41,56,58,62,69,4,61.67,51.67
J. Levi,24,68,Sweden,IFK Norrköping,68,RW,RW RM,73,185.93,74.84,Left,5,1200000.0,2,66,66,1692,367,3,3,Medium,Low,1,79,67,62,69,34,56,7,67.0,66.0
Tete Morente,23,69,Spain,Elche CF,70,RM,LM RM,78,182.88,78.02,Right,9,1600000.0,3,67,65,1811,395,3,3,Medium,Low,1,83,67,65,71,43,66,18,71.33,67.67
T. Cordner,21,58,England,Scunthorpe United,60,CB,CB,70,188.98,74.84,Right,12,210000.0,0,33,64,1352,286,3,2,Medium,Medium,1,55,30,36,39,58,68,8,62.33,35.0
K. Taylor,20,60,England,Southend United,63,CAM,CM CAM,73,155.45,69.85,Right,13,400000.0,0,56,68,1659,349,3,3,High,Medium,1,64,54,60,63,50,58,32,63.33,59.0
O. Bertel,23,61,Colombia,Millonarios FC,61,LB,LB,68,179.83,63.05,Left,7,325000.0,1,52,74,1518,330,2,2,Medium,Medium,1,75,30,48,59,55,63,9,70.67,45.67
N. Fernández,20,61,Chile,Audax Italiano,64,RWB,RM RB,75,176.78,67.13,Right,14,550000.0,0,61,71,1636,352,3,2,Medium,High,1,72,41,57,63,59,60,7,67.67,53.67
A. Barylla,23,65,Germany,1. FC Saarbrücken,65,RB,RB CB,69,155.75,83.91,Right,4,625000.0,0,59,81,1587,354,3,2,Medium,Medium,1,69,39,54,60,62,70,5,73.33,51.0
F. Wagner,22,64,Germany,KFC Uerdingen 05,67,CM,CM CDM,72,182.88,78.02,Right,8,650000.0,1,35,72,1734,376,3,2,High,Medium,1,66,59,55,64,64,68,7,68.67,59.33
F. Hinds,20,59,England,Bristol City,60,ST,ST,70,179.83,67.13,Right,11,275000.0,0,31,60,1450,315,3,2,Medium,Medium,1,81,59,38,59,23,55,8,65.33,52.0
F. Muslija,21,68,Kosovo,Hannover 96,69,RM,LM RM CAM,79,176.78,64.86,Right,11,1500000.0,1,63,67,1676,350,3,4,High,High,1,79,56,63,77,30,45,61,63.67,65.33
R. Schmid,20,67,Austria,SV Werder Bremen,72,CAM,CM CAM,79,179.83,73.03,Right,12,1300000.0,2,62,71,1758,384,3,3,High,Medium,1,73,61,67,76,45,62,39,68.67,68.0
K. Wagner,23,72,Germany,Philadelphia Union,72,LB,LB LWB LM,75,182.88,78.02,Left,3,3500000.0,2,70,77,1712,377,3,2,High,Medium,1,76,32,58,67,69,75,46,76.0,52.33
D. Erdoğan,23,66,Turkey,Çaykur Rizespor,68,CM,CM,71,182.88,78.93,Right,5,850000.0,2,58,71,1789,378,3,3,Medium,Medium,1,64,54,65,66,60,69,3,68.0,61.67
Bruno Felipe,26,68,Brazil,Olympiacos CFP,68,LM,LM RM,69,155.75,74.84,Left,1,1100000.0,1,65,62,1614,354,3,2,Medium,Low,1,78,62,63,70,27,54,7,64.67,65.0
M. Raguž,22,69,Austria,LASK Linz,71,ST,ST,76,185.93,78.93,Right,7,1500000.0,1,52,67,1660,358,3,3,Medium,Medium,1,70,67,60,70,22,69,17,68.67,65.67
D. Reiter,22,64,Austria,LASK Linz,65,ST,RM,71,176.78,73.94,Right,7,625000.0,1,60,67,1573,333,3,2,Medium,Medium,1,73,61,58,65,18,58,3,66.0,61.33
M. Okugawa,24,74,Japan,FC Red Bull Salzburg,75,LM,RM CAM ST,78,155.45,62.14,Left,4,7500000.0,2,70,70,1756,370,4,3,Medium,Medium,1,84,69,68,78,29,42,67,65.33,71.67
H. Bandé,20,70,Burkina Faso,FC Thun,70,LW,LW ST,76,155.45,68.04,Right,6,2500000.0,0,56,62,1708,375,4,3,High,Medium,1,84,68,59,73,31,60,15,68.67,66.67
S. Żurkowski,22,70,Poland,Empoli,74,CDM,CM,79,185.93,77.11,Right,9,2700000.0,2,59,92,1954,427,3,3,High,High,1,81,62,66,68,69,81,34,84.67,65.33
D. Pawłowski,21,58,Poland,Górnik Zabrze,59,RM,RB RM,68,188.98,71.21,Right,10,190000.0,0,57,54,1549,335,2,2,Medium,Medium,1,68,49,54,60,54,50,4,57.33,54.33
J. Angulo,22,69,Mexico,Club Atlas,69,LB,LB,79,155.45,74.84,Left,10,1500000.0,0,67,77,1710,365,3,2,Medium,High,1,69,41,60,61,67,67,14,71.0,54.0
A. Ocejo,22,64,Mexico,Santos Laguna,65,CAM,LM,70,155.75,71.21,Left,6,625000.0,2,63,61,1596,345,3,2,Medium,Medium,1,73,58,61,65,36,52,4,62.0,61.33
J. Villalba,21,62,Paraguay,Borussia Mönchengladbach,64,ST,ST,71,179.83,64.86,Right,9,475000.0,0,39,53,1542,318,3,3,Medium,Medium,1,69,66,49,64,24,46,19,56.0,59.67
J. Klinsmann,23,62,United States,LA Galaxy,62,GK,GK,68,195.07,83.91,Right,6,325000.0,0,14,45,1001,342,2,1,Medium,Medium,1,61,59,65,66,29,62,6,56.0,63.33
M. Cuisance,20,71,France,FC Bayern München,75,CAM,CM,82,155.75,73.94,Left,11,4000000.0,3,79,64,1926,397,3,4,Medium,Medium,1,71,67,77,75,53,54,761,63.0,73.0
L. Watkowiak,24,62,Germany,FC St. Gallen,62,GK,GK,67,201.17,102.97,Right,5,300000.0,1,13,26,882,326,3,1,Medium,Medium,1,59,59,57,66,22,63,3,49.33,60.67
S. Schäfer,26,63,Germany,VVV-Venlo,65,CB,CB,66,188.98,82.1,Right,3,400000.0,0,36,64,1388,308,3,2,Medium,Medium,1,59,27,46,46,62,68,4,63.67,39.67
S. Lobjanidze,25,73,Georgia,MKE Ankaragücü,74,RM,LM RM,76,179.83,62.14,Right,3,5000000.0,0,65,71,1774,376,4,3,High,Medium,1,88,68,65,75,25,55,18,71.33,69.33
